,intercept,glm,local-glm-boost,local-glm-boost-light,true
314141,0.08765412427834048,0.10414992628669027,0.10417764612642683,0.1133778770089627,0.0
50404,0.08765412427834048,0.12107364173799398,0.12111367152028141,0.12912432762143192,0.0
468812,0.08765412427834048,0.08829426282596427,0.07784440525276377,0.09401147453116115,0.0
606804,0.08765412427834048,0.0772888401169585,0.07738382886051653,0.07097889599727293,0.0
666524,0.08765412427834048,0.06988218962889416,0.06994292406325853,0.07420596668889803,0.0
576767,0.08765412427834048,0.053775892687577403,0.053792470583334126,0.05944207341840021,0.0
210456,0.08765412427834048,0.12464828357657165,0.12488933142517764,0.11215013606863608,0.0
261506,0.08765412427834048,0.07725214249139567,0.0773420804334305,0.06929020031705861,0.0
377421,0.08765412427834048,0.06437976496607431,0.06444375000547695,0.05991420821056668,0.0
360367,0.08765412427834048,0.06489328968947498,0.06493710717293917,0.0723148617657391,0.0
585924,0.08765412427834048,0.06960283201073354,0.06968886949833872,0.06476736404695482,0.0
116115,0.08765412427834048,0.09652003378071095,0.09659921279911535,0.09106294842972801,0.0
665677,0.08765412427834048,0.07915533553807522,0.07923884313053021,0.07492220842169074,0.0
504621,0.08765412427834048,0.0630854657297007,0.06314668464414515,0.05918740618143638,0.0
335466,0.08765412427834048,0.1414906632672854,0.14163920890315312,0.12905166162655224,0.0
618909,0.08765412427834048,0.051605759546234024,0.05162127525174945,0.05768048341746564,0.0
263952,0.08765412427834048,0.06605912073877189,0.0661425175823882,0.06167686807767408,0.0
426709,0.08765412427834048,0.087740048940057,0.08738044649746074,0.07805988189672847,0.0
642052,0.08765412427834048,0.07202000774529951,0.0632656988970804,0.07826867009404477,0.0
567022,0.08765412427834048,0.05270128883039675,0.05271746208173563,0.058438292016323494,0.0
505849,0.08765412427834048,0.06970183377291782,0.06979311675001892,0.06255010280852677,0.0
135940,0.08765412427834048,0.09502516292598241,0.09506039759331511,0.10638005058607479,0.0
210937,0.08765412427834048,0.05473750124684148,0.05475548168673924,0.06091753685920801,0.0
310156,0.08765412427834048,0.06576413616302518,0.06580845501967819,0.0720156004255194,0.0
306447,0.08765412427834048,0.07386544272223404,0.07393235998887507,0.06923606782842351,0.0
118623,0.08765412427834048,0.08739246539141166,0.08705589154431559,0.08003797918505301,0.0
11893,0.08765412427834048,0.15636986446955242,0.15646175072438046,0.16678104879380284,0.0
97819,0.08765412427834048,0.06534235305990752,0.0654080377847979,0.059063114498327754,0.0
340072,0.08765412427834048,0.09192206119081742,0.09197918976378042,0.10064834836888097,0.0
344274,0.08765412427834048,0.12748410595898982,0.12695974538287105,0.11439123820244824,0.0
632853,0.08765412427834048,0.12674683066669049,0.1268201517900993,0.1392044809532463,0.0
449355,0.08765412427834048,0.06522746474292651,0.06529358653665494,0.06105762990904718,0.0
495903,0.08765412427834048,0.062252688350033634,0.06228561119556088,0.06963961310810612,0.0
499508,0.08765412427834048,0.06451749003066101,0.06458134491526935,0.059585575389527884,0.0
338240,0.08765412427834048,0.05615236243293105,0.056177994399285995,0.06213175032148605,0.0
279979,0.08765412427834048,0.05390524295059799,0.053921443257856666,0.061064449664626694,0.0
440806,0.08765412427834048,0.06107070290875797,0.06113195631081365,0.05825249555904169,1.3513513513513513
496908,0.08765412427834048,0.07673480294948981,0.07683427524729104,0.06845766395947243,0.0
182186,0.08765412427834048,0.07429610418652216,0.07437504526931753,0.06927383902106934,0.0
650054,0.08765412427834048,0.06567232530585004,0.06574323769189704,0.06226704381718779,0.0
490623,0.08765412427834048,0.07189171250724029,0.07197512966669575,0.06779885654447829,0.0
150851,0.08765412427834048,0.06882013583084809,0.06886896379909327,0.07581605735489104,2.0833333333333335
83816,0.08765412427834048,0.05642775258769069,0.056451049934376274,0.06133204471182364,0.0
270225,0.08765412427834048,0.12014575983587795,0.12026521953322471,0.11101344063528304,0.0
647490,0.08765412427834048,0.09923699002507373,0.09932371281544342,0.09398671338390138,0.0
44308,0.08765412427834048,0.17172448495991624,0.17178186231515677,0.18768714072031945,0.0
309685,0.08765412427834048,0.07431205465144013,0.07432681032585342,0.0818824078286246,0.0
279408,0.08765412427834048,0.1330791878511107,0.13252962024765158,0.12307609584783027,0.0
487716,0.08765412427834048,0.11514932741815909,0.11527073741842092,0.12224306509516047,0.0
514253,0.08765412427834048,0.07101189224017664,0.07109420917203174,0.06706949042479426,0.0
303860,0.08765412427834048,0.08751205144405297,0.08756771010601769,0.09690850380152055,0.0
324552,0.08765412427834048,0.07918884788170875,0.07921622490082124,0.08500713270520605,0.0
632090,0.08765412427834048,0.07431149129969718,0.07433223723474668,0.0819103370526861,0.0
283227,0.08765412427834048,0.06303458804750323,0.06307419465617473,0.06886675323270018,0.0
337802,0.08765412427834048,0.09828906675319485,0.09871699545363397,0.10721843311174863,0.0
12263,0.08765412427834048,0.09325604373676362,0.09288047533835743,0.08364924533523857,0.0
401531,0.08765412427834048,0.08509983223271325,0.08523133784961348,0.07787523822294455,0.0
173370,0.08765412427834048,0.07366896834690066,0.0737094924677383,0.08073109406033252,0.0
420860,0.08765412427834048,0.06897743026708167,0.06905097144840577,0.0625200703767724,0.0
192041,0.08765412427834048,0.10694461234560428,0.1069973483452711,0.11758973543040237,0.0
473570,0.08765412427834048,0.13329785220044502,0.13337030771234648,0.14587668412763524,0.0
263466,0.08765412427834048,0.13775847901750762,0.13780124070379685,0.14721178037188837,0.0
358884,0.08765412427834048,0.05757540691396702,0.057614595995879356,0.06411295311696397,0.0
626403,0.08765412427834048,0.07003749056957027,0.06229326114043869,0.06662826644626595,0.0
101302,0.08765412427834048,0.06279664794005424,0.06282482704380142,0.06855873115295834,0.0
169971,0.08765412427834048,0.0856456127911759,0.08566318539712776,0.0962738809203201,0.0
138314,0.08765412427834048,0.06831046049283519,0.06835761671774694,0.07141176637833015,0.0
592646,0.08765412427834048,0.09195739989646477,0.09207216151678846,0.08600637098397355,0.0
504888,0.08765412427834048,0.10296078818951547,0.10297591293694404,0.10908500626447812,0.0
293162,0.08765412427834048,0.11628367183429136,0.11579376801366913,0.10657769956430926,0.0
41708,0.08765412427834048,0.06185620328822746,0.061886014728669815,0.06902914142178847,0.0
55111,0.08765412427834048,0.061582610549339,0.06160817435164609,0.06724653159146954,0.0
111026,0.08765412427834048,0.10894881603234582,0.10906750237244846,0.10020649076529098,0.0
617411,0.08765412427834048,0.09048746808863806,0.09055953669733172,0.10038583387408602,0.0
626760,0.08765412427834048,0.0982116310704771,0.09826036506218538,0.10674088238823101,0.0
519002,0.08765412427834048,0.06405865682826747,0.06408005154232856,0.07037126377101575,0.0
401803,0.08765412427834048,0.06774187454717204,0.06781137000437767,0.06269346525440875,0.0
520353,0.08765412427834048,0.10478020077099802,0.10450721821369728,0.1100862414586915,0.0
181937,0.08765412427834048,0.06270185989942295,0.06276425724536494,0.05762846838025466,0.0
649633,0.08765412427834048,0.06170494944523566,0.06176400658866946,0.05841033840463053,0.0
103129,0.08765412427834048,0.06908140840996616,0.069155499020215,0.0647532602795193,0.0
447702,0.08765412427834048,0.06569026603428373,0.06575782753875858,0.061457400443378316,0.0
499314,0.08765412427834048,0.06764595241751298,0.06771988212065076,0.06314222987234161,0.0
115170,0.08765412427834048,0.12302305676199063,0.12307151920592155,0.1333783387611736,0.0
584605,0.08765412427834048,0.07052686346867797,0.07057215416580297,0.07616708195957655,0.0
243492,0.08765412427834048,0.07338993986400075,0.07343744719344256,0.07985962767414842,0.0
479113,0.08765412427834048,0.06745471417085334,0.06749059766680239,0.07419749868896841,0.0
179213,0.08765412427834048,0.11950036958882929,0.09802438530872813,0.08598474413959338,0.0
625967,0.08765412427834048,0.06786216324304443,0.0679536397013503,0.062234207433276734,0.0
627787,0.08765412427834048,0.05906287719163802,0.05908949041354971,0.06634355288541494,0.0
488900,0.08765412427834048,0.11654475927251193,0.11633712519984947,0.09941085627012931,0.0
54053,0.08765412427834048,0.055125263824359755,0.05514606265910794,0.06180906933641504,0.0
86568,0.08765412427834048,0.06504215173621042,0.06507637055294402,0.07238207816017261,0.0
597734,0.08765412427834048,0.06755382180892852,0.06763059821519211,0.0639920100572869,0.0
341916,0.08765412427834048,0.0731342209264877,0.07319506613286725,0.07992970858109293,0.0
638796,0.08765412427834048,0.06264579826971399,0.06270590330048706,0.05678346074047072,0.0
236728,0.08765412427834048,0.09198986271438452,0.0920922930082204,0.08526207401641135,0.0
216248,0.08765412427834048,0.0681042718944312,0.06820561687187733,0.06242552354178645,0.0
338678,0.08765412427834048,0.10477740698680989,0.10489824077372442,0.09566944554462005,0.0
472605,0.08765412427834048,0.1569459275087082,0.1570103906286775,0.16950825154509672,0.0
19715,0.08765412427834048,0.06094628222966942,0.0609732315588882,0.0667058067587031,0.0
206383,0.08765412427834048,0.06338542112169593,0.0634487657096993,0.05901091990878743,0.0
246860,0.08765412427834048,0.0863664793832789,0.08644084502426866,0.08020507992505366,0.0
572844,0.08765412427834048,0.06515809693135144,0.06519328389233776,0.07149870849310176,0.0
315138,0.08765412427834048,0.0999712638064831,0.10008600467811803,0.09128915812969943,0.0
315761,0.08765412427834048,0.13294175044080395,0.1329573297804945,0.14782891294908002,2.0833333333333335
417200,0.08765412427834048,0.10548314850578629,0.10522288536617601,0.10542341072449288,0.0
187610,0.08765412427834048,0.06512202439366965,0.05712709070915907,0.05918362335294453,0.0
250576,0.08765412427834048,0.06891447536598677,0.06899612039979866,0.06424985903069783,0.0
102355,0.08765412427834048,0.06713086178363463,0.06719965508172566,0.061791744289470575,0.0
657462,0.08765412427834048,0.0965026780684821,0.09660018960081584,0.09051955883013484,0.0
9201,0.08765412427834048,0.05905077460217846,0.05906629047052145,0.06445920191705024,1.25
562269,0.08765412427834048,0.07684363955472878,0.07693345435626314,0.06993410545823824,0.0
92049,0.08765412427834048,0.056263259477388076,0.0562859113725063,0.06075837934405043,0.0
609700,0.08765412427834048,0.09524400710821161,0.09533706618738685,0.08835695747355754,0.0
670839,0.08765412427834048,0.06920438917250195,0.06922961468646735,0.07796868153367159,0.0
54270,0.08765412427834048,0.07543971305261198,0.07513340260635376,0.06881136029096974,0.0
185846,0.08765412427834048,0.10020759941607481,0.10026597728698647,0.11100274047847172,0.0
646369,0.08765412427834048,0.11616909170021598,0.11628578354268132,0.10842832810722337,0.0
368864,0.08765412427834048,0.14801577585615378,0.1480501346519353,0.16104229431508568,0.0
211730,0.08765412427834048,0.11833889661532469,0.118449978152243,0.10595373933797074,1.1363636363636365
216352,0.08765412427834048,0.05577611412910502,0.05579370319497558,0.060651987930776696,0.0
128654,0.08765412427834048,0.13593298533529627,0.13606667417958915,0.1261346484021308,0.0
54805,0.08765412427834048,0.06287186319254276,0.06291166979010045,0.06880750764218084,0.0
446821,0.08765412427834048,0.06871143201776492,0.06878545048253124,0.06320834318725956,0.0
9986,0.08765412427834048,0.07779443997426963,0.07787566456943575,0.07273417600212373,0.0
383536,0.08765412427834048,0.07675162897786973,0.0768496905055014,0.07044599665091288,0.0
591222,0.08765412427834048,0.06858999292387866,0.06866536170730478,0.06402359358545434,0.0
637268,0.08765412427834048,0.06617640310811455,0.06619739656705789,0.07150576430312594,0.0
271833,0.08765412427834048,0.10849659860251964,0.10806897867820577,0.09720694540778219,0.0
520654,0.08765412427834048,0.08020026861100348,0.08030072299652209,0.07333620994621265,0.0
56692,0.08765412427834048,0.10954755030341844,0.1096451410398394,0.09797609264234038,0.0
434275,0.08765412427834048,0.0889088467877223,0.08901001054046714,0.08170166174817821,0.0
362706,0.08765412427834048,0.057711835439624964,0.05773591999158112,0.06493083819934223,0.0
552911,0.08765412427834048,0.0647935932395299,0.06485955320040891,0.06105640607250666,0.0
40954,0.08765412427834048,0.06821394962183422,0.06825533095068272,0.07469674832504887,0.0
350914,0.08765412427834048,0.1371522822254328,0.13718859459561752,0.1507739000652262,0.0
674455,0.08765412427834048,0.08868076517547202,0.08871088166279607,0.09399821412525622,0.0
275566,0.08765412427834048,0.1323793503266188,0.13250104010356323,0.12212184963102952,0.0
644403,0.08765412427834048,0.09474472535385398,0.0948427891617218,0.0874153009319289,0.0
577758,0.08765412427834048,0.07318203474999084,0.07322929693715427,0.08061824326339653,0.0
141755,0.08765412427834048,0.05896468043185455,0.058991492089699754,0.06549535003184821,0.0
649816,0.08765412427834048,0.07917998879340582,0.06948732498631037,0.07071388537947629,0.0
358751,0.08765412427834048,0.05697384322600009,0.05699655038719837,0.06372687786390634,0.0
373660,0.08765412427834048,0.25530423058655655,0.2548029853298736,0.22276369462362977,0.0
539315,0.08765412427834048,0.07073099449400622,0.07079203811654365,0.06749883354565948,0.0
496125,0.08765412427834048,0.06373412705438784,0.0637959860066501,0.05888926068882958,0.0
71431,0.08765412427834048,0.07534250745416815,0.07542092852017172,0.0694335414315937,0.0
542754,0.08765412427834048,0.06495465833123762,0.06498631966941507,0.07162863983096387,0.0
375093,0.08765412427834048,0.13174264706823885,0.13175617436291412,0.14450721124976257,0.0
150256,0.08765412427834048,0.07077384160826956,0.07084294225944941,0.06685368406061937,0.0
602376,0.08765412427834048,0.0909117741350012,0.09102727572192584,0.0832941218132819,0.0
643226,0.08765412427834048,0.07323106305464672,0.07329658118395238,0.07797275634621897,0.0
180566,0.08765412427834048,0.07692428548743455,0.07661542345419037,0.07109590035463376,0.0
633138,0.08765412427834048,0.06338450363641966,0.0634185041394745,0.070830713750881,0.0
664549,0.08765412427834048,0.0701123212323854,0.07020335373715401,0.06288043118397002,0.0
186721,0.08765412427834048,0.0733332932590227,0.07341868504736151,0.06847609488400548,0.0
78946,0.08765412427834048,0.06121880069830873,0.06127627499962714,0.057962800852690344,0.0
646415,0.08765412427834048,0.08259611440820856,0.07327543395843523,0.0664492643112889,0.0
199006,0.08765412427834048,0.14908779224261304,0.1491704156522228,0.16354617612623765,0.0
465266,0.08765412427834048,0.08126065342491946,0.08131818235510692,0.08728076119834818,0.0
222353,0.08765412427834048,0.0714330756134153,0.07151154136448976,0.06670811599481241,0.0
23465,0.08765412427834048,0.06411171104713617,0.06414383596726474,0.07088346688173451,1.5384615384615383
499417,0.08765412427834048,0.06298317315963367,0.06304574523595162,0.059933595863948315,0.0
349024,0.08765412427834048,0.05995745875918711,0.05999133857975875,0.06567432971261405,0.0
543587,0.08765412427834048,0.06761151916301619,0.06768454541692527,0.06403068592802769,0.0
113974,0.08765412427834048,0.06563046350966761,0.06565435199519057,0.07298133579594585,0.0
477276,0.08765412427834048,0.06870915196300437,0.0687853516455616,0.06406922174688617,0.0
593128,0.08765412427834048,0.06850634153541744,0.06857967909045719,0.06429729499735107,0.0
573910,0.08765412427834048,0.16798349084416783,0.16803644373010626,0.18139078835103126,0.0
674715,0.08765412427834048,0.17197338506661697,0.17218594472647744,0.15931223282945112,0.0
356768,0.08765412427834048,0.10579808203937444,0.10583569523213969,0.11693287336431331,0.0
391239,0.08765412427834048,0.14362086066828858,0.14368658756000346,0.1573248999076469,0.0
572298,0.08765412427834048,0.13817293684465498,0.13823134090443273,0.15229214563012602,0.0
327481,0.08765412427834048,0.08012443790083432,0.08023080075624318,0.08725501487403667,0.0
464636,0.08765412427834048,0.06522703369676044,0.06527545756818141,0.07266016419449273,0.0
120140,0.08765412427834048,0.06909283684153014,0.06914112612256185,0.07497241869974589,0.0
509064,0.08765412427834048,0.07142017411314262,0.07150061453855093,0.06552762182739508,0.0
355043,0.08765412427834048,0.05844733923526303,0.05847457688255181,0.06518328124615587,0.0
225675,0.08765412427834048,0.13040266354854024,0.1305774812114504,0.11970105989773035,0.0
606619,0.08765412427834048,0.05622189239586933,0.056243538991988085,0.061995065845498236,0.0
485348,0.08765412427834048,0.1600561702941634,0.16018127549552238,0.17471231958195138,0.0
636287,0.08765412427834048,0.1302225252688424,0.13023440495005528,0.14605005663293688,0.0
199905,0.08765412427834048,0.0814620119100498,0.08149042778822829,0.08916889065170375,0.0
671218,0.08765412427834048,0.0654819034524007,0.06554985079474206,0.0608548408224426,0.0
13497,0.08765412427834048,0.1037718042165614,0.10387401590017495,0.09678452851889571,0.0
40530,0.08765412427834048,0.07694988867882466,0.0766412206126466,0.07102804215657761,0.0
163660,0.08765412427834048,0.05219353498363853,0.052209217422989423,0.05788599249671579,0.0
491838,0.08765412427834048,0.0662434992135573,0.06628963428141699,0.07368996420142929,0.0
339494,0.08765412427834048,0.14970772312294903,0.1498719759591457,0.13689315905520422,0.0
344224,0.08765412427834048,0.0684500049057823,0.06852755692687325,0.06377177486372379,0.0
88554,0.08765412427834048,0.07126432844877531,0.07134492372847842,0.06585875891581448,0.0
624210,0.08765412427834048,0.07502965764859773,0.07513846793969675,0.06905049138658814,0.0
501029,0.08765412427834048,0.06894617467023992,0.06901875224823384,0.0616393514334978,0.0
620016,0.08765412427834048,0.06250568297771172,0.06252422164315587,0.06839999617629694,0.0
528264,0.08765412427834048,0.07335581047766362,0.0730589965216851,0.0679956357328988,0.0
257186,0.08765412427834048,0.09698921986365334,0.09710527588518009,0.10323476266255137,0.0
225233,0.08765412427834048,0.06234329624181714,0.06240183937225894,0.05805975765908009,0.0
212093,0.08765412427834048,0.0703956248653827,0.07048106597772405,0.06506710120454753,0.0
351115,0.08765412427834048,0.16375491585768934,0.16855359938052647,0.18456812342603407,0.0
51132,0.08765412427834048,0.06199628637064811,0.062030631643270225,0.06917925620021917,0.0
607544,0.08765412427834048,0.1151330941231636,0.11523609682793665,0.12445936625707175,0.0
458062,0.08765412427834048,0.07494900031299168,0.07505157246875378,0.0686993818317702,0.0
521687,0.08765412427834048,0.05627529547815782,0.05629610629635462,0.06203567242039469,0.0
332722,0.08765412427834048,0.06586282842628295,0.06594332287699596,0.06019879421687511,0.0
272723,0.08765412427834048,0.05518559120652263,0.05521414083071295,0.06090059337006879,0.0
610747,0.08765412427834048,0.0705988163013554,0.07067987880104862,0.06518455135870938,0.0
172085,0.08765412427834048,0.13149943319213087,0.1315938671825391,0.14359408574031712,0.0
185221,0.08765412427834048,0.08290878680454561,0.0829858157626255,0.07685085593401554,0.0
295093,0.08765412427834048,0.07818579159981179,0.07822216471237267,0.08249077746342633,0.0
303358,0.08765412427834048,0.1462248229541255,0.14638692367923414,0.13383818357284824,0.0
206071,0.08765412427834048,0.16403983724442958,0.16408778005846267,0.17889867185325445,0.0
170222,0.08765412427834048,0.10613805243996269,0.10575743989889105,0.09639272288029065,0.0
510012,0.08765412427834048,0.05548148570443985,0.05550507772063533,0.06260074223730372,0.0
433047,0.08765412427834048,0.1958462993066031,0.2031918331091446,0.2122186158056023,0.0
559427,0.08765412427834048,0.13227231555254068,0.13233360514731554,0.1449416504726774,0.0
47496,0.08765412427834048,0.26340515543853066,0.2607845556385024,0.28451206923410616,0.0
428986,0.08765412427834048,0.05597919609679838,0.04862735973921035,0.05071394215150908,0.0
424933,0.08765412427834048,0.15615268684592173,0.15628595334206968,0.14301131669155248,0.0
568402,0.08765412427834048,0.17267023474984647,0.17272587001824366,0.18235422171814492,0.0
256996,0.08765412427834048,0.08303590105925943,0.08269322642959703,0.07630244357384909,0.0
630552,0.08765412427834048,0.0620894552465945,0.06214883379039523,0.0579436542035038,0.0
343091,0.08765412427834048,0.06626257792835438,0.06633199883194343,0.06234471434331714,0.0
277346,0.08765412427834048,0.14720497293640267,0.1473296489809967,0.15656670523779784,0.0
303308,0.08765412427834048,0.13000014849329852,0.13014679544384417,0.11832109970475535,0.0
471551,0.08765412427834048,0.09382682651011921,0.09344988481314452,0.08412432294045313,0.0
498733,0.08765412427834048,0.0652538794784592,0.0653201607226576,0.06107966275404172,0.0
646681,0.08765412427834048,0.05493836372992376,0.05495612166520827,0.061496033102584856,0.0
498324,0.08765412427834048,0.07067680482244933,0.07072029087688894,0.07806342047464641,0.0
191914,0.08765412427834048,0.06499684983666133,0.06504186080662813,0.06971600429158768,0.0
503716,0.08765412427834048,0.0658420933989811,0.0659112161155909,0.06249077916561152,0.0
598400,0.08765412427834048,0.11077511694162029,0.11088675115779283,0.10184343771339507,0.0
513020,0.08765412427834048,0.05867653071142114,0.0587118787247863,0.06401854605409936,0.0
217155,0.08765412427834048,0.10313963211976501,0.1032559299420366,0.09732922233937358,0.0
97845,0.08765412427834048,0.06636308102431197,0.0664329659832144,0.06250714604083046,0.0
503019,0.08765412427834048,0.05171233763196628,0.05173082801626832,0.05734538074799282,0.0
286848,0.08765412427834048,0.06188420762012758,0.06194249740433447,0.05770068526031967,0.0
616969,0.08765412427834048,0.17901815894643444,0.17874622397984238,0.15154493122762974,0.0
93898,0.08765412427834048,0.06882628585270803,0.06887915913394377,0.07378614536592124,0.0
201134,0.08765412427834048,0.09425352210242365,0.09431045456460545,0.0993210747723998,0.0
639771,0.08765412427834048,0.12915601399603857,0.12917584207789665,0.14482002760354978,0.0
593026,0.08765412427834048,0.15395624092277505,0.16015216310585706,0.14662273724972588,0.0
312991,0.08765412427834048,0.0676546358952179,0.06773071465966025,0.06223091620265317,0.0
91462,0.08765412427834048,0.10117821698221653,0.1012055011728987,0.11038187890677481,0.0
103638,0.08765412427834048,0.10056797263706621,0.10066512081099614,0.09472784897088404,0.0
365125,0.08765412427834048,0.14821029289195978,0.1483523062706721,0.16161917890358327,0.0
522764,0.08765412427834048,0.1259008827523963,0.1255628542416542,0.12826383759683027,0.0
623534,0.08765412427834048,0.06665299893504878,0.06672237338481367,0.062249625203881914,0.0
377766,0.08765412427834048,0.06459132530136502,0.06465792366693669,0.06007604735321522,0.0
126353,0.08765412427834048,0.08695188574913887,0.08703067988509572,0.08180920293229296,0.0
23611,0.08765412427834048,0.10813149251098958,0.10821362824960672,0.11891138508057231,0.0
136082,0.08765412427834048,0.0959747348456694,0.09606842406659048,0.08888966360223516,0.0
526002,0.08765412427834048,0.07221188337847655,0.07225602370507254,0.07844097467462878,0.0
314881,0.08765412427834048,0.12016424072304568,0.12021866249950917,0.13275523014741442,0.0
437093,0.08765412427834048,0.07523209079806643,0.07528665367739039,0.08219217693598822,0.0
441816,0.08765412427834048,0.23408338894693648,0.2331958478884839,0.2055212361342599,0.0
360820,0.08765412427834048,0.06420831060100142,0.06424090565790996,0.06870872118335507,0.0
15364,0.08765412427834048,0.07564576518122168,0.07573808173918711,0.07032969837415894,0.0
629059,0.08765412427834048,0.07215916765079283,0.0721935138079035,0.0806535407515111,0.0
204864,0.08765412427834048,0.06435269548253617,0.06441516876568752,0.05821471026875357,0.0
372729,0.08765412427834048,0.07122412970543453,0.07129260401665473,0.06583793287665855,0.0
439987,0.08765412427834048,0.13976886515948855,0.13989574764699284,0.13096095534766913,0.0
86753,0.08765412427834048,0.08149960877413832,0.08159785097923276,0.0882566772846586,0.0
216223,0.08765412427834048,0.06789479211244827,0.06796802675456029,0.06252218992581914,0.0
84416,0.08765412427834048,0.18603555510585745,0.18626356852551595,0.16998440540490692,0.0
445043,0.08765412427834048,0.15456882134962135,0.15467000851333634,0.16838238707256023,0.0
66410,0.08765412427834048,0.07028774737207093,0.07037024779702203,0.07627564339616406,0.0
94636,0.08765412427834048,0.11458911075051954,0.11464351394927015,0.12445065294119119,0.0
345577,0.08765412427834048,0.07190374512043517,0.0719531823110164,0.07865227818598895,0.0
485198,0.08765412427834048,0.12556862747663544,0.1256852730770144,0.13291600804354534,0.0
481653,0.08765412427834048,0.08181674229705097,0.08197088233429756,0.07492507275789695,0.0
133990,0.08765412427834048,0.06725366930750558,0.06729207659001094,0.07461000693819037,0.0
477485,0.08765412427834048,0.058225925318139124,0.05824229728357719,0.06516463304449312,0.0
512343,0.08765412427834048,0.06652361780818612,0.06659373282097857,0.06178438324780009,0.0
285190,0.08765412427834048,0.054443658135192585,0.054461398047312454,0.060226943825684026,0.0
563536,0.08765412427834048,0.06246842501721341,0.06250244163845942,0.06823222505940386,0.0
203110,0.08765412427834048,0.36227484647656233,0.356950268615946,0.37471381275067855,0.0
429645,0.08765412427834048,0.07221939785628334,0.07228030723132448,0.07775595930686013,0.0
334179,0.08765412427834048,0.06602516191912935,0.06609104450633473,0.06289994899885462,0.0
322065,0.08765412427834048,0.13497550818353393,0.1351374495431753,0.12459402953064104,0.0
317087,0.08765412427834048,0.1327464753531718,0.13287329248290441,0.12176997619046229,0.0
133386,0.08765412427834048,0.10140082419738684,0.10151730558052918,0.09345989154754673,0.0
176849,0.08765412427834048,0.06732786543137183,0.06735745526401077,0.0736722162693619,0.0
198108,0.08765412427834048,0.05389292400959627,0.05390992798928352,0.05968168606880807,0.0
556141,0.08765412427834048,0.08956122972053439,0.08959444994296734,0.09745185249140766,0.0
304972,0.08765412427834048,0.1144774277909329,0.11459962213175183,0.12503008351212816,0.0
514974,0.08765412427834048,0.06872910042822505,0.06880424876287919,0.06369269104714395,0.0
193090,0.08765412427834048,0.2325582276294974,0.23185335360570236,0.20531872551355926,0.0
309200,0.08765412427834048,0.06008565022329037,0.06011166474753033,0.06582115292172867,0.0
301394,0.08765412427834048,0.23260030237606788,0.23286954823897643,0.21189585888100543,0.0
93999,0.08765412427834048,0.05341211305863594,0.05343154852091102,0.05999950347625608,0.0
373583,0.08765412427834048,0.05961342928788926,0.059668506636398846,0.05696270455167849,0.0
460806,0.08765412427834048,0.07137279419124944,0.07139776279105883,0.07909556050826032,0.0
641733,0.08765412427834048,0.07573330498965039,0.07583432490119912,0.08239885263572103,0.0
483249,0.08765412427834048,0.13625267632987062,0.13634556710665469,0.15004970239383733,0.0
113128,0.08765412427834048,0.05923649273713941,0.05926079524336422,0.06413873611366684,0.0
640714,0.08765412427834048,0.08581178514199164,0.08588108929683452,0.09450347867091757,0.0
